,UNITID,Cluster
1977,175078,3
1978,175120,4
1980,175157,6
1981,175227,3
1982,175236,6
1983,175263,6
1984,175272,3
1986,175315,6
1987,175342,7
1988,175421,3
1989,175430,3
1990,175494,1
1991,175519,7
1992,175528,4
1993,175573,6
1994,175591,1
1995,175607,1
1996,175616,3
1997,175643,6
1998,175652,6
1999,175698,1
2000,175722,1
2001,175786,6
2002,175810,6
2003,175829,6
2004,175856,7
2005,175883,6
2006,175935,6
2007,175980,3
2008,176008,6
2009,176017,3
2010,176026,3
2011,176035,3
2012,176044,7
2013,176053,3
2014,176062,1
2015,176071,6
2016,176080,3
2017,176169,6
2018,176178,6
2019,176239,6
2020,176318,7
2021,176336,6
2022,176354,6
2023,176372,3
2024,176390,1
2025,176406,7
2027,176479,3
2028,176549,4
2031,176628,3
2032,176637,0
2033,176664,3
2034,176716,1
2035,176770,4
2036,176789,3
2037,176798,6
2038,176910,3
2039,176947,3
2040,176965,3
2041,176983,6
2043,177038,3
2044,177056,4
2045,177065,2
2046,177083,3
2048,177117,6
2050,177135,6
2051,177144,3
2052,177214,3
2053,177250,6
2055,177287,1
2056,177302,4
2057,177339,3
2058,177418,3
2060,177436,6
2061,177472,6
2062,177542,3
2063,177551,7
2064,177579,3
2065,177588,1
2066,177603,1
2067,177676,6
2068,177685,1
2069,177719,3
2070,177746,3
2071,177816,3
2073,177870,6
2074,177931,6
2075,177940,7
2076,177968,3
2077,177977,6
2078,177986,3
2079,177995,2
2080,178004,4
2081,178059,3
2082,178077,1
2083,178110,4
2084,178183,4
2085,178208,3
2086,178217,6
2087,178226,4
2088,178244,3
2089,178262,1
2090,178305,4
2091,178314,1
2092,178341,3
2093,178350,3
2094,178369,3
2095,178387,3
2096,178396,3
2097,178402,3
2098,178411,3
2099,178420,3
2100,178448,6
2101,178466,6
2102,178484,1
2104,178527,1
2105,178606,6
2106,178615,3
2107,178624,3
2108,178679,3
2109,178697,3
2110,178721,3
2111,178767,0
2112,178828,6
2113,178891,6
2114,178989,3
2115,179043,3
2116,179052,6
2117,179070,4
2118,179159,3
2119,179195,1
2120,179201,4
2121,179229,1
2122,179238,6
2123,179256,3
2125,179308,2
2127,179326,3
2128,179344,6
2129,179399,4
2130,179450,3
2131,179511,4
2132,179539,6
2133,179548,3
2134,179557,3
2135,179566,3
2136,179645,6
2137,179715,6
2138,179724,4
2141,179867,3
2142,179894,3
2143,179919,6
2144,179946,3
2145,179955,3
2146,179964,3
2147,179991,1
2148,180054,6
2149,180063,1
2150,180081,6
2151,180090,1
2152,180106,3
2153,180151,6
2154,180160,6
2155,180179,3
2156,180197,6
2157,180203,6
2158,180212,6
2159,180249,6
2160,180258,3
2161,180276,6
2162,180328,6
2163,180373,6
2164,180391,0
2165,180416,3
2166,180461,3
2167,180489,3
2168,180522,3
2169,180595,3
2170,180647,6
2171,180692,3
2172,180771,1
2173,180814,3
2174,180832,3
2175,180878,3
2176,180902,6
2177,180948,3
2178,180957,1
2179,180984,3
2180,181002,3
2181,181020,3
2182,181093,3
2183,181127,3
2184,181145,3
2185,181190,1
2186,181215,3
2187,181242,4
2188,181297,3
2189,181303,6
2190,181312,6
2191,181330,3
2192,181376,3
2193,181394,3
2194,181400,4
2195,181419,6
2196,181428,3
2197,181446,3
2198,181464,3
2199,181491,6
2200,181534,3
2201,181604,3
2202,181640,6
2203,181738,3
2204,181756,4
2205,181765,6
2206,181783,3
2207,181792,6
2208,181817,6
2209,181853,3
2210,181880,1
2211,181941,4
2212,182005,2
2213,182111,0
2214,182148,4
2215,182209,1
2216,182281,2
2217,182290,3
2218,182306,6
2219,182397,1
2220,182430,0
2221,182458,3
2222,182500,2
2223,182564,2
2224,182634,3
2225,182652,1
2226,182661,3
2227,182670,3
2228,182704,1
2229,182722,1
2230,182795,3
2232,182865,3
2233,182892,1
2234,182908,6
2235,182953,1
2236,182980,3
2237,182999,1
2238,183026,0
2239,183035,4
2240,183044,3
2241,183062,3
2242,183071,3
2243,183080,3
2244,183099,6
2245,183105,6
2246,183114,6
2247,183123,6
2248,183132,6
2249,183141,6
2250,183150,6
2251,183202,1
2252,183211,3
2253,183239,3
2254,183248,4
2255,183257,6
2256,183275,6
2257,183488,4
2258,183655,6
2259,183725,4
2260,183743,2
2261,183789,3
2262,183804,3
2263,183822,3
2264,183859,6
2265,183877,6
2266,183910,3
2267,183938,6
2268,183974,3
2269,183983,6
2270,184047,4
2271,184056,4
2272,184092,4
2273,184144,1
2274,184153,4
2275,184180,6
2276,184205,6
2277,184278,1
2278,184320,4
2279,184348,3
2280,184357,3
2281,184427,6
2282,184481,6
2283,184506,1
2284,184603,3
2285,184612,3
2286,184694,3
2287,184746,4
2288,184773,3
2289,184782,3
2290,184791,6
2291,184816,1
2292,184870,4
2293,184959,4
2294,184968,4
2295,184995,2
2296,185129,2
2297,185174,3
2298,185262,3
2299,185332,4
2300,185396,4
2301,185466,1
2302,185509,6
2303,185536,6
2304,185572,3
2305,185590,3
2306,185624,4
2307,185679,4
2308,185721,4
2309,185730,1
2311,185767,1
2312,185828,3
2313,185873,6
2314,185916,4
2315,185970,1
2316,186016,1
2317,186034,2
2318,186052,6
2320,186131,3
2321,186186,3
2322,186201,3
2323,186274,1
2324,186283,3
2325,186335,1
2326,186371,3
2327,186380,3
2328,186399,3
2329,186405,4
2330,186423,4
2331,186432,3
2332,186469,6
2333,186584,3
2334,186593,1
2335,186618,3
2336,186645,6
2337,186867,3
2338,186876,3
2339,186900,3
2340,187000,6
2341,187046,2
2342,187134,3
2343,187161,4
2344,187198,2
2345,187444,3
2346,187505,1
2347,187532,2
2348,187596,6
2349,187602,1
2350,187620,2
2351,187639,6
2352,187648,2
2353,187666,2
2354,187745,3
2355,187897,2
2356,187903,2
2358,187958,6
2359,187967,2
2360,187976,2
2361,187985,2
2362,187994,2
2363,188003,2
2364,188021,2
2365,188030,2
2366,188049,2
2367,188058,2
2368,188100,2
2369,188137,2
2370,188146,3
2371,188182,3
2373,188216,6
2374,188225,2
2375,188261,2
2377,188304,2
2378,188340,3
2379,188429,3
2380,188438,6
2381,188465,3
2382,188517,4
2383,188526,3
2386,188641,3
2387,188650,4
2388,188669,3
2389,188678,3
2390,188687,1
2391,188696,3
2392,188854,3
2393,188890,4
2394,188915,4
2395,188942,3
2396,188988,1
2398,189088,3
2399,189097,3
2400,189219,1
2401,189228,0
2404,189282,4
2405,189404,1
2406,189413,2
2407,189422,4
2408,189459,0
2409,189468,1
2410,189477,1
2412,189547,6
2413,189556,0
2414,189565,0
2415,189574,4
2416,189583,4
2417,189592,4
2418,189653,4
2419,189705,3
2420,189714,1
2421,189811,4
2422,189839,6
2423,189848,3
2424,189857,3
2425,189954,4
2427,190008,3
2428,190044,3
2429,190053,6
2430,190071,4
2432,190099,3
2433,190114,4
2434,190150,3
2435,190169,6
2436,190239,1
2437,190248,3
2438,190293,1
2439,190309,1
2440,190318,1
2441,190372,3
2442,190415,3
2444,190442,6
2445,190451,6
2446,190503,3
2447,190512,3
2448,190521,2
2449,190530,2
2450,190549,3
2451,190558,3
2452,190567,2
2453,190576,3
2454,190585,2
2455,190594,3
2456,190600,2
2457,190619,2
2458,190628,2
2459,190637,2
2460,190646,6
2461,190655,2
2462,190664,3
2463,190673,2
2465,190691,3
2466,190707,6
2467,190716,3
2468,190725,3
2470,190761,3
2471,190770,3
2472,190840,6
2473,190956,4
2474,190974,4
2475,190983,3
2476,191083,6
2477,191126,3
2478,191199,6
2479,191205,3
2480,191241,3
2481,191287,1
2482,191302,6
2483,191311,3
2485,191339,6
2486,191515,3
2487,191533,3
2488,191597,4
2489,191612,6
2490,191621,3
2491,191630,3
2492,191649,3
2493,191676,3
2494,191719,6
2495,191728,4
2496,191764,4
2497,191834,1
2498,191931,3
2499,191940,4
2500,191959,4
2501,191968,3
2502,191986,6
2503,192004,3
2504,192022,6
2505,192040,3
2506,192110,3
2507,192156,0
2509,192192,3
2510,192271,3
2511,192323,3
2512,192439,3
2513,192448,3
2514,192484,1
2515,192509,0
2517,192563,0
2518,192624,3
2519,192688,4
2520,192703,3
2521,192712,3
2522,192749,3
2523,192785,4
2524,192800,4
2525,192819,3
2526,192828,1
2527,192864,3
2528,192925,3
2529,192961,4
2530,192970,4
2531,193016,3
2532,193052,3
2535,193122,4
2536,193186,1
2537,193201,4
2538,193247,3
2539,193265,1
2540,193283,6
2541,193292,3
2542,193308,4
2543,193326,6
2544,193353,3
2545,193399,3
2547,193478,2
2548,193584,3
2549,193609,3
2550,193645,6
2551,193654,3
2552,193672,1
2554,193760,4
2557,193858,4
2559,193900,3
2560,193946,6
2561,193973,3
2562,193991,1
2563,194028,6
2565,194091,3
2566,194116,3
2567,194161,3
2569,194222,6
2570,194240,6
2571,194259,6
2572,194310,3
2573,194392,3
2574,194435,1
2575,194499,4
2576,194541,3
2577,194569,3
2578,194578,3
2579,194611,3
2580,194657,3
2584,194718,3
2586,194763,3
2587,194824,3
2588,194879,1
2589,194958,3
2590,194967,4
2591,195003,3
2592,195030,3
2593,195058,6
2594,195067,1
2595,195128,3
2597,195164,3
2598,195173,3
2599,195191,4
2600,195216,3
2601,195234,3
2602,195243,3
2603,195289,4
2604,195304,3
2605,195322,6
2606,195438,3
2607,195474,3
2608,195492,1
2609,195526,3
2610,195544,3
2612,195623,6
2613,195687,4
2614,195702,4
2615,195720,3
2616,195784,4
2617,195793,4
2618,195809,3
2619,195845,4
2620,195933,4
2621,195988,6
2622,196006,6
2623,196015,6
2624,196024,6
2625,196033,3
2626,196042,3
2627,196051,6
2628,196060,3
2629,196079,3
2630,196088,3
2631,196097,3
2632,196103,3
2633,196112,3
2634,196121,3
2635,196130,3
2636,196149,3
2637,196158,3
2638,196167,3
2639,196176,3
2640,196185,3
2641,196194,3
2642,196200,3
2643,196219,3
2645,196237,3
2646,196246,3
2647,196255,3
2648,196264,3
2649,196291,3
2650,196307,3
2651,196389,4
2652,196413,3
2654,196440,3
2656,196477,4
2657,196565,6
2659,196592,3
2660,196653,4
2661,196680,2
2662,196699,6
2663,196857,4
2664,196866,3
2666,197018,3
2667,197027,3
2668,197045,3
2669,197081,0
2670,197133,3
2671,197142,3
2672,197151,3
2673,197197,3
2675,197230,3
2676,197285,4
2677,197294,6
2678,197337,1
2679,197522,4
2680,197531,3
2682,197610,3
2683,197647,3
2684,197674,3
2686,197708,3
2687,197735,3
2689,197814,6
2690,197832,0
2691,197850,6
2692,197869,3
2693,197887,6
2694,197911,3
2695,197966,6
2696,197984,3
2697,197993,7
2698,198011,6
2699,198039,6
2700,198066,3
2701,198075,4
2702,198084,6
2703,198109,4
2704,198118,6
2705,198136,3
2706,198154,6
2707,198190,1
2708,198206,6
2709,198215,3
2710,198233,6
2711,198242,4
2712,198251,6
2713,198260,2
2714,198303,3
2715,198321,6
2716,198330,6
2717,198367,6
2718,198376,6
2720,198419,3
2721,198455,6
2722,198464,3
2723,198491,6
2724,198507,7
2725,198516,3
2726,198525,1
2727,198534,6
2728,198543,7
2729,198552,6
2730,198561,3
2731,198570,6
2732,198598,3
2733,198613,3
2734,198622,6
2735,198640,6
2736,198668,6
2737,198677,6
2738,198695,3
2739,198710,6
2740,198729,6
2741,198747,0
2742,198756,7
2743,198774,6
2744,198808,3
2745,198817,6
2746,198835,3
2747,198844,1
2748,198862,7
2749,198871,6
2750,198899,3
2751,198905,6
2752,198914,6
2753,198923,6
2754,198941,6
2755,198950,3
2756,198969,3
2757,198978,4
2758,198987,6
2759,198996,1
2760,199005,1
2761,199014,1
2762,199023,6
2763,199032,3
2764,199069,6
2765,199078,1
2766,199087,6
2767,199102,7
2768,199111,3
2769,199120,3
2770,199139,3
2771,199148,3
2772,199157,7
2773,199184,3
2774,199193,3
2775,199209,3
2776,199218,3
2777,199263,6
2778,199272,3
2779,199281,3
2780,199306,3
2781,199315,3
2782,199324,6
2783,199333,6
2784,199412,3
2785,199421,6
2786,199449,6
2787,199458,3
2788,199467,6
2789,199476,6
2790,199485,6
2791,199494,6
2792,199582,7
2793,199607,3
2794,199625,6
2795,199634,6
2796,199643,7
2797,199689,1
2798,199698,3
2799,199713,1
2800,199722,6
2801,199731,6
2802,199740,6
2804,199768,6
2805,199786,6
2806,199795,6
2807,199838,6
2808,199847,3
2809,199856,2
2810,199865,3
2811,199883,4
2812,199892,6
2813,199908,6
2814,199926,6
2815,199953,6
2816,199962,3
2817,199971,3
2818,199980,1
2819,199999,7
2820,200004,3
2821,200013,0
2822,200022,6
2823,200059,3
2824,200086,6
2825,200110,1
2826,200129,1
2827,200156,3
2828,200165,1
2829,200192,6
2830,200208,6
2831,200217,3
2832,200226,3
2833,200244,4
2834,200253,3
2835,200262,1
2836,200280,3
2837,200305,6
2838,200314,6
2839,200332,3
2840,200341,6
2841,200387,1
2842,200466,6
2843,200484,3
2844,200527,6
2845,200554,6
2846,200572,3
2847,200590,4
2848,200624,1
2849,200633,4
2850,200785,4
2851,200800,3
2852,200828,4
2853,200846,6
2854,200873,3
2855,201016,4
2856,201034,6
2857,201061,3
2858,201098,6
2859,201104,3
2860,201131,6
2861,201159,6
2862,201177,4
2863,201195,3
2864,201283,6
2865,201371,3
2866,201399,4
2867,201432,6
2868,201441,3
2869,201469,4
2870,201478,6
2871,201496,6
2872,201539,4
2873,201548,3
2874,201584,1
2875,201609,1
2876,201618,1
2877,201627,1
2878,201645,3
2879,201654,3
2880,201672,6
2881,201681,4
2882,201690,7
2883,201751,6
2884,201803,4
2885,201821,4
2886,201858,3
2887,201867,1
2888,201885,3
2889,201928,6
2890,201946,3
2891,201955,3
2892,201964,3
2893,201973,6
2894,201982,1
2895,202046,3
2896,202055,4
2897,202073,3
2898,202134,3
2899,202152,6
2900,202161,1
2901,202170,3
2902,202222,6
2903,202356,6
2904,202435,4
2905,202453,1
2906,202480,3
2907,202514,3
2908,202523,3
2909,202639,1
2910,202648,6
2911,202657,6
2912,202684,0
2913,202736,1
2914,202763,3
2915,202806,3
2916,202888,1
2917,202903,3
2918,202912,4
2919,202949,6
2920,202985,6
2921,203030,4
2923,203085,3
2924,203128,3
2925,203146,6
2926,203155,6
2927,203225,4
2928,203234,4
2929,203289,3
2930,203313,0
2931,203331,6
2932,203368,3
2933,203386,4
2934,203438,1
2935,203447,6
2936,203456,6
2937,203465,6
2938,203474,6
2939,203483,6
2940,203492,6
2941,203517,3
2942,203526,6
2943,203535,3
2944,203544,3
2945,203580,3
2946,203599,6
2947,203614,6
2948,203678,6
2949,203720,4
2950,203739,4
2951,203748,6
2952,203757,3
2953,203775,3
2954,203845,3
2955,203881,6
2956,203942,6
2957,203960,4
2959,204006,3
2960,204015,3
2961,204024,3
2962,204060,4
2963,204121,1
2964,204158,6
2965,204176,3
2966,204185,3
2967,204194,3
2968,204200,3
2969,204255,6
2970,204264,3
2971,204307,4
2972,204316,4
2973,204334,1
2974,204422,6
2975,204431,1
2976,204440,6
2977,204459,4
2978,204468,3
2980,204486,3
2981,204501,3
2982,204592,4
2983,204608,6
2984,204617,3
2985,204626,4
2986,204635,3
2987,204662,6
2988,204671,6
2989,204680,6
2990,204699,6
2991,204705,6
2992,204714,1
2993,204723,1
2994,204769,1
2995,204778,1
2996,204796,3
2997,204802,6
2998,204820,6
2999,204839,6
3000,204848,6
3001,204857,3
3002,204866,6
3003,204884,4
3004,204893,4
3005,204909,3
3006,204936,3
3007,204945,6
3008,204963,1
3009,204981,6
3011,205027,3
3012,205054,4
3013,205090,4
3014,205124,3
3015,205142,1
3016,205179,0
3017,205203,3
3018,205391,3
3019,205443,3
3020,205470,6
3021,205513,4
3022,205522,4
3023,205531,4
3024,205559,4
3025,205568,4
3026,205610,4
3027,205647,4
3028,205708,4
3029,205726,4
3030,205841,6
3031,205887,4
3032,205957,3
3033,205966,6
3034,206002,4
3035,206011,6
3036,206039,1
3037,206048,3
3038,206084,3
3039,206093,4
3040,206154,3
3041,206172,6
3042,206181,6
3044,206224,4
3045,206279,3
3047,206321,6
3048,206330,3
3049,206349,3
3050,206358,1
3051,206394,3
3052,206437,3
3053,206446,6
3054,206482,1
3055,206491,7
3056,206507,3
3058,206525,3
3059,206589,3
3060,206604,3
3061,206613,3
3062,206622,3
3063,206631,0
3064,206695,3
3065,206783,4
3066,206817,3
3067,206835,3
3068,206862,3
3069,206880,1
3070,206905,6
3071,206914,3
3072,206923,6
3073,206932,1
3074,206941,3
3075,206969,1
3076,206996,6
3077,207041,3
3078,207050,6
3079,207069,6
3080,207087,1
3081,207102,1
3082,207157,3
3083,207166,1
3084,207209,7
3085,207236,6
3086,207254,4
3087,207263,3
3088,207272,1
3089,207281,6
3090,207290,6
3091,207306,3
3093,207324,3
3094,207342,3
3095,207351,6
3096,207388,3
3097,207397,2
3098,207403,3
3099,207449,2
3100,207458,3
3101,207500,3
3102,207537,1
3103,207564,6
3104,207582,3
3105,207607,6
3106,207625,4
3107,207661,6
3108,207670,6
3109,207689,3
3110,207704,1
3111,207722,3
3112,207740,6
3113,207786,1
3114,207847,3
3115,207856,3
3116,207865,3
3117,207935,2
3118,207962,1
3119,207971,3
3120,208017,1
3121,208026,6
3122,208035,6
3123,208044,1
3124,208053,6
3125,208080,1
3126,208123,4
3128,208239,0
3129,208248,1
3130,208275,6
3131,208318,6
3132,208390,2
3133,208406,2
3134,208415,6
3135,208433,1
3136,208479,4
3137,208488,3
3138,208512,4
3139,208637,4
3140,208646,3
3141,208655,1
3142,208725,3
3143,208822,3
3144,208859,1
3145,208965,0
3146,209038,6
3147,209056,3
3148,209065,3
3149,209074,6
3150,209083,1
3151,209108,3
3152,209153,1
3153,209205,1
3154,209241,3
3155,209250,2
3156,209287,3
3158,209348,1
3159,209409,3
3160,209490,3
3161,209506,3
3162,209533,3
3163,209542,3
3164,209551,3
3165,209603,3
3166,209612,3
3167,209667,1
3168,209676,1
3169,209694,1
3170,209700,1
3171,209719,1
3172,209746,2
3173,209807,2
3174,209825,3
3175,209922,3
3176,209940,6
3177,209986,1
3178,210076,4
3179,210100,1
3180,210146,3
3181,210155,6
3182,210234,6
3183,210270,6
3184,210304,3
3185,210331,3
3186,210340,1
3187,210359,4
3189,210401,3
3190,210429,3
3191,210438,4
3192,210456,4
3193,210474,1
3194,210483,4
3195,210492,3
3197,210571,3
3198,210599,4
3199,210605,6
3200,210669,3
3201,210711,1
3202,210739,3
3203,210748,1
3204,210775,3
3205,210784,1
3206,210890,3
3207,210906,3
3208,210942,0
3209,210951,4
3210,210960,0
3211,211006,6
3212,211024,3
3213,211079,6
3214,211088,3
3216,211149,6
3217,211158,3
3218,211200,3
3219,211273,3
3220,211291,3
3221,211307,6
3222,211316,1
3223,211334,1
3224,211343,6
3225,211352,3
3226,211361,3
3228,211398,4
3229,211431,3
3230,211440,3
3231,211468,3
3232,211477,3
3233,211556,3
3234,211583,3
3235,211608,7
3236,211617,4
3237,211635,4
3238,211644,3
3239,211750,4
3240,211802,4
3241,211820,4
3242,211893,3
3243,211909,4
3244,211927,6
3245,211981,3
3246,212009,3
3248,212045,3
3249,212054,3
3250,212072,3
3251,212090,4
3252,212106,3
3253,212115,3
3254,212133,3
3255,212160,3
3256,212197,3
3257,212212,1
3258,212230,1
3259,212267,1
3260,212276,1
3261,212285,1
3262,212294,1
3263,212300,1
3264,212328,1
3265,212337,1
3266,212355,1
3267,212373,1
3268,212382,1
3269,212391,1
3270,212425,4
3271,212434,1
3274,212568,4
3275,212577,3
3276,212601,3
3277,212656,3
3278,212674,3
3279,212683,1
3280,212708,1
3281,212753,1
3282,212771,6
3283,212832,3
3284,212869,4
3285,212878,6
3286,212911,3
3287,212975,3
3288,212984,3
3289,212993,3
3290,213002,4
3291,213011,3
3292,213020,3
3293,213163,4
3294,213181,4
3295,213215,1
3296,213233,3
3297,213251,3
3298,213303,3
3299,213312,4
3300,213321,3
3301,213330,1
3302,213349,3
3303,213358,3
3304,213367,3
3305,213376,3
3306,213385,3
3307,213400,3
3309,213455,1
3310,213473,4
3311,213491,1
3312,213507,3
3313,213525,6
3314,213534,4
3315,213543,3
3316,213552,1
3317,213570,4
3318,213589,4
3319,213598,7
3320,213613,3
3321,213622,6
3324,213659,6
3325,213668,3
3326,213686,4
3327,213774,6
3328,213783,3
3329,213826,3
3330,213914,4
3331,213932,4
3332,213987,3
3333,213996,3
3334,214023,4
3335,214041,3
3336,214069,3
3337,214111,6
3338,214148,3
3339,214157,3
3340,214166,3
3341,214175,3
3342,214254,4
3343,214272,3
3344,214290,6
3345,214379,6
3346,214476,6
3347,214528,4
3348,214546,1
3350,214582,4
3351,214591,3
3354,214625,3
3355,214634,3
3356,214643,3
3357,214652,3
3358,214670,3
3359,214689,3
3360,214698,3
3361,214704,3
3362,214713,3
3363,214731,3
3364,214740,3
3365,214759,6
3366,214768,3
3367,214777,3
3368,214786,3
3369,214795,6
3370,214801,3
3371,214810,3
3372,214829,3
3373,214838,4
3374,214883,0
3375,214892,4
3376,214944,6
3377,214962,1
3378,214971,3
3379,215008,6
3380,215026,6
3381,215044,4
3382,215053,3
3383,215062,3
3384,215099,3
3385,215105,3
3386,215114,3
3388,215132,3
3389,215239,2
3390,215266,3
3391,215275,3
3392,215284,3
3393,215293,3
3394,215309,6
3395,215336,1
3396,215381,3
3397,215390,1
3398,215415,3
3400,215433,4
3401,215442,3
3402,215479,4
3403,215530,1
3404,215585,6
3405,215594,4
3408,215637,3
3409,215646,6
3410,215655,3
3411,215682,6
3412,215691,3
3413,215743,3
3414,215770,3
3415,215798,3
3417,215886,6
3418,215929,3
3419,215947,3
3420,215974,4
3421,215983,4
3422,215992,4
3423,216010,3
3424,216038,3
3425,216047,3
3426,216074,1
3427,216083,3
3428,216162,4
3429,216223,1
3430,216278,3
3431,216287,3
3432,216296,6
3434,216339,3
3435,216357,3
3436,216366,3
3437,216418,4
3438,216427,3
3439,216436,4
3440,216445,3
3441,216454,3
3443,216524,3
3444,216542,3
3445,216551,3
3446,216579,1
3447,216597,3
3448,216630,4
3449,216649,4
3450,216667,3
3451,216694,3
3452,216746,1
3453,216764,3
3454,216773,4
3455,216782,4
3456,216807,3
3458,216825,6
3459,216852,3
3460,216931,3
3461,217013,3
3463,217059,3
3464,217077,4
3465,217086,4
3466,217095,1
3467,217156,3
3468,217165,3
3469,217235,3
3470,217244,4
3471,217305,3
3472,217323,4
3473,217350,1
3474,217402,3
3475,217420,3
3476,217475,6
3477,217484,3
3478,217493,3
3479,217518,3
3480,217536,3
3481,217572,4
3482,217581,1
3483,217606,3
3484,217615,6
3485,217624,7
3486,217633,3
3487,217688,3
3488,217712,6
3489,217721,7
3490,217749,3
3491,217776,3
3492,217794,1
3493,217819,3
3494,217828,1
3495,217837,6
3496,217864,3
3497,217873,7
3498,217882,3
3499,217891,7
3500,217907,3
3501,217925,3
3502,217934,3
3503,217961,3
3504,217989,7
3505,217998,3
3506,218025,6
3507,218043,4
3508,218061,3
3509,218070,3
3510,218113,6
3511,218140,6
3512,218159,1
3513,218195,1
3514,218229,3
3515,218238,3
3517,218335,3
3518,218353,6
3519,218399,7
3520,218414,3
3521,218441,3
3522,218487,6
3523,218520,6
3524,218539,3
3525,218645,3
3526,218654,3
3527,218663,3
3528,218672,6
3529,218681,6
3530,218690,6
3531,218706,6
3532,218724,3
3533,218733,7
3534,218742,3
3536,218821,6
3537,218830,6
3538,218858,6
3539,218867,1
3540,218885,6
3541,218894,6
3542,218919,7
3543,218955,6
3544,218964,3
3545,218973,3
3546,218991,6
3547,219000,3
3548,219037,1
3549,219046,3
3550,219055,6
3551,219082,3
3552,219091,3
3553,219125,1
3554,219143,6
3555,219170,6
3556,219189,6
3557,219198,3
3558,219204,0
3559,219213,0
3561,219259,3
3562,219277,6
3563,219295,3
3564,219338,6
3565,219347,3
3566,219356,3
3567,219374,6
3568,219383,3
3569,219392,6
3570,219408,6
3571,219426,6
3572,219453,1
3573,219471,3
3574,219480,6
3575,219505,3
3576,219578,4
3577,219587,1
3578,219596,6
3579,219602,3
3580,219639,4
3581,219709,3
3582,219718,3
3583,219790,3
3584,219806,3
3585,219824,6
3586,219833,3
3588,219879,6
3589,219888,6
3590,219903,4
3591,219921,6
3592,219949,3
3593,219976,3
3594,219994,6
3595,220002,4
3596,220057,6
3597,220075,3
3598,220118,4
3599,220127,6
3601,220163,1
3602,220181,7
3603,220206,3
3604,220215,3
3605,220251,6
3606,220279,6
3607,220312,6
3608,220321,6
3609,220394,6
3610,220400,6
3611,220464,1
3612,220473,3
3613,220491,1
3614,220516,3
3615,220552,3
3616,220570,1
3617,220598,7
3618,220604,7
3619,220613,3
3620,220631,3
3621,220640,6
3622,220701,3
3623,220710,3
3624,220756,6
3625,220765,1
3627,220808,3
3628,220853,6
3629,220862,3
3631,220941,4
3632,220978,3
3634,221014,3
3635,221050,6
3636,221096,6
3637,221102,6
3638,221148,6
3639,221157,4
3640,221184,6
3641,221236,6
3642,221254,3
3643,221281,6
3644,221290,1
3645,221333,6
3646,221351,3
3647,221388,6
3648,221397,6
3649,221430,6
3650,221485,2
3651,221494,6
3652,221519,3
3653,221582,6
3654,221591,6
3655,221607,6
3656,221616,6
3657,221625,6
3658,221634,6
3659,221643,6
3660,221661,3
3662,221731,3
3663,221740,3
3664,221759,3
3665,221768,3
3666,221795,3
3667,221829,1
3668,221838,7
3669,221847,3
3670,221856,3
3671,221892,3
3672,221908,6
3673,221953,3
3674,221971,3
3675,221980,1
3676,221999,3
3677,222026,1
3678,222053,6
3679,222062,6
3680,222099,4
3681,222105,6
3682,222178,3
3683,222567,2
3684,222576,2
3685,222673,4
3686,222707,5
3687,222822,6
3688,222831,2
3689,222877,3
3690,222886,4
3691,222938,3
3692,222983,3
3693,222992,2
3695,223056,1
3696,223083,4
3697,223117,3
3698,223214,3
3700,223232,3
3701,223320,2
3702,223427,2
3703,223463,4
3704,223472,4
3705,223506,2
3706,223524,2
3707,223658,4
3708,223667,4
3709,223773,6
3710,223816,2
3712,223898,6
3713,223922,6
3714,224004,3
3715,224013,1
3716,224110,2
3717,224147,3
3718,224156,1
3719,224183,4
3720,224226,3
3721,224244,3
3722,224271,1
3724,224323,3
3725,224350,2
3726,224439,4
3727,224527,3
3728,224545,6
3729,224554,3
3730,224572,2
3731,224615,2
3732,224642,2
3733,224660,4
3734,224679,5
3735,224758,1
3736,224776,0
3737,224828,1
3738,224891,6
3739,224961,2
3740,225070,6
3741,225201,4
3742,225247,3
3743,225308,6
3744,225371,6
3745,225399,2
3746,225414,2
3747,225423,2
3748,225432,2
3749,225502,2
3750,225511,2
3751,225520,2
3752,225548,3
3753,225575,7
3754,225627,2
3755,225779,5
3756,225788,4
3757,225849,0
3758,225858,0
3759,225876,2
3760,225885,7
3761,225991,3
3762,226019,6
3763,226091,3
3764,226107,6
3765,226116,6
3766,226125,5
3767,226134,2
3768,226152,5
3769,226204,2
3770,226231,3
3771,226277,4
3772,226374,1
3773,226383,3
3774,226408,2
3775,226471,3
3776,226578,2
3777,226587,3
3778,226675,4
3779,226772,1
3780,226806,2
3781,226833,3
3782,226860,1
3783,226879,0
3784,226903,4
3785,226930,2
3786,227003,4
3787,227058,1
3788,227146,6
3789,227155,5
3790,227182,2
3791,227191,2
3792,227216,2
3793,227225,6
3794,227243,0
3796,227298,4
3797,227304,2
3798,227313,1
3799,227322,1
3800,227331,5
3801,227368,5
3802,227377,2
3803,227386,6
3804,227401,6
3805,227429,7
3806,227526,7
3807,227687,6
3808,227748,4
3809,227757,3
3810,227766,2
3811,227836,5
3812,227845,3
3813,227854,7
3814,227863,2
3815,227881,3
3816,227924,2
3817,227979,2
3818,228042,3
3819,228088,1
3820,228149,5
3821,228158,6
3822,228185,5
3824,228200,5
3825,228219,5
3826,228246,3
3827,228282,4
3828,228291,4
3829,228316,2
3830,228325,3
3831,228343,3
3832,228431,3
3833,228459,2
